mother,offspring,father,prob,LayYear,MumLayYear,DadLayYear
1753,4942,1775,1,2006,2002,2006
3490,4943,3087,1,2006,2005,2006
1872,4944,1777,0.93,2006,2003,2006
1803,4945,1802,0.998,2006,2002,2006
1437,4948,1797,1,2006,1998,2006
1491,4949,1356,1,2006,1999,2006
1491,4950,1604,1,2006,1999,2006
3567,4951,1604,1,2006,2004,2006
1437,4952,1722,1,2006,1998,2006
1789,4953,1610,0.995,2006,2002,2006
1672,4954,1533,1,2006,2001,2006
1598,4955,3000,0.998,2006,2000,2006
1685,4956,1608,1,2006,2002,2006
2982,4957,1610,1,2006,2003,2006
1172,4958,1171,1,2006,1996,2006
1893,4959,1788,1,2006,2001,2006
2968,4960,1769,0.998,2006,2003,2006
1361,4961,1698,1,2006,1998,2006
1760,4962,1829,0.992,2006,2001,2006
2968,4963,1769,1,2006,2003,2006
2959,4964,1831,1,2006,2002,2006
3094,4965,1739,0.999,2006,2004,2006
1559,4966,1702,1,2006,1999,2006
1501,4967,3489,1,2006,1998,2006
1503,4968,1611,1,2006,1999,2006
3500,4969,2988,1,2006,2005,2006
3487,4970,1543,0.983,2006,2004,2006
1669,4971,1897,1,2006,2001,2006
1155,4972,1808,1,2006,1996,2006
2968,4973,1553,0.918,2006,2003,2006
2968,4974,1769,1,2006,2003,2006
1757,4999,1523,1,2007,2001,2007
3002,5000,1581,1,2006,2003,2006
1803,5008,1566,1,2007,2002,2007
1778,5009,1485,1,2006,2002,2006
1532,5071,1804,0.872,2007,1999,2007
2985,5072,1752,1,2007,2003,2007
3446,5073,4873,1,2006,2005,2006
1765,5074,3464,1,2007,2002,2007
1305,5075,453,1,2006,1998,2006
1800,5076,1769,1,2007,2002,2007
3505,5077,1742,0.995,2007,2005,2007
1614,5078,1767,1,2006,2001,2006
1716,5079,1579,1,2005,2002,2005
2963,5080,1796,0.936,2007,2003,2007
1753,5099,1775,1,2006,2002,2006
563,5116,1587,1,2006,1994,2006
3002,5117,1581,1,2007,2003,2007
1717,5118,1797,0.996,2006,2001,2006
1580,5119,1512,1,2007,2000,2007
3569,5120,3456,1,2007,2005,2007
3698,5121,1489,0.995,2007,2004,2007
1043,5122,1412,0.995,2007,1995,2007
1042,5123,1577,0.998,2007,1996,2007
2985,5125,1752,1,2007,2003,2007
2985,5126,1752,1,2007,2003,2007
1826,5127,1499,1,2007,2003,2007
1789,5128,1801,0.982,2007,2002,2007
1789,5129,1869,0.998,2007,2002,2007
3090,5130,3458,1,2007,2004,2007
1193,5131,2990,1,2007,1996,2007
3698,5132,3457,1,2006,2004,2006
3085,5134,1729,0.992,2007,2004,2007
2963,5135,1533,1,2007,2003,2007
2963,5136,1533,0.998,2007,2003,2007
1776,5137,2991,1,2007,2002,2007
1532,5138,911,1,2007,1999,2007
3446,5139,1787,1,2007,2005,2007
1854,5140,1029,1,2007,2003,2007
3487,5141,1543,0.826,2007,2004,2007
3449,5142,2962,1,2007,2005,2007
3608,5144,1553,1,2007,2005,2007
1716,5145,1774,0.981,2007,2002,2007
3567,5146,1604,0.998,2007,2004,2007
3497,5147,1611,1,2007,2005,2007
1172,5148,1171,1,2007,1996,2007
1757,5149,3617,1,2007,2001,2007
1491,5150,1604,0.999,2007,1999,2007
1438,5151,1708,0.999,2007,1999,2007
1438,5152,1708,1,2007,1999,2007
4907,5153,1171,0.627,2007,2006,2007
3507,5154,4953,0.999,2007,2004,2007
1361,5155,1698,1,2007,1998,2007
1401,5156,1788,0.999,2007,1997,2007
1170,5157,1877,0.995,2007,1997,2007
1763,5159,1702,1,2007,2002,2007
1790,5160,1731,1,2007,2002,2007
1872,5161,1777,0.996,2007,2003,2007
1536,5163,1787,0.995,2007,1999,2007
1401,5164,1877,0.999,2007,1997,2007
1589,5165,1762,0.889,2007,2000,2007
930,5166,3519,1,2007,1994,2007
1605,5167,497,1,2007,2000,2007
3500,5168,2988,0.918,2007,2005,2007
3094,5169,1739,0.999,2007,2004,2007
2981,5170,1868,1,2007,2003,2007
1678,5171,1412,1,2007,2002,2007
3022,5172,3696,1,2007,2004,2007
845,5173,3696,0.975,2007,1994,2007
3650,5174,,0.438,2007,2005,2007
2978,5175,1196,1,2008,2003,2008
1419,5194,1795,0.837,2007,1999,2007
1740,5195,1750,1,2008,2001,2008
1605,5196,1499,0.998,2008,2000,2008
3085,5197,1729,1,2008,2004,2008
3462,5198,3093,1,2008,2005,2008
1763,5199,1702,1,2008,2002,2008
3569,5204,3456,1,2008,2005,2008
3604,5205,1533,1,2008,2005,2008
3616,5209,3456,0.898,2008,2005,2008
2989,5210,1710,0.997,2008,2004,2008
1895,5212,1754,1,2008,2003,2008
1491,5213,1604,1,2007,1999,2007
1865,5215,1802,0.991,2007,2003,2007
3595,5216,3457,1,2007,2005,2007
3596,5217,1579,0.996,2008,2005,2008
3517,5220,1579,1,2008,2005,2008
4878,5224,1742,1,2008,2006,2008
1438,5225,1708,0.956,2008,1999,2008
3574,5226,4866,1,2008,2005,2008
1669,5235,1742,0.997,2008,2001,2008
2985,5236,1752,1,2008,2003,2008
4896,5237,2990,0.91,2008,2006,2008
3699,5240,1808,1,2008,2005,2008
5162,5241,1871,0.999,2008,2006,2008
3698,5242,1877,1,2008,2004,2008
3608,5247,1553,1,2008,2005,2008
5162,5248,1579,1,2007,2006,2007
1782,5249,1881,1,2007,2002,2007
1678,5254,1412,1,2008,2002,2008
1195,5256,1871,1,2007,1996,2007
3491,5260,1523,1,2008,2005,2008
3641,5261,3515,0.977,2008,2005,2008
1821,5262,1504,1,2008,2002,2008
1824,5263,3612,0.923,2008,2003,2008
1790,5265,1731,1,2008,2002,2008
1170,5266,1877,0.998,2007,1997,2007
3518,5267,3454,1,2007,2005,2007
1438,5268,1708,1,2007,1999,2007
3451,5269,1801,1,2008,2005,2008
1614,5271,4902,1,2008,2001,2008
2968,5272,1577,0.962,2008,2003,2008
1536,5273,4967,1,2008,1999,2008
1803,5275,1356,1,2008,2002,2008
2963,5276,1722,0.999,2008,2003,2008
4965,5277,1616,1,2008,2006,2008
1558,5278,1744,1,2008,1999,2008
1361,5279,1698,1,2008,1998,2008
3505,5280,3005,0.999,2008,2005,2008
3451,5281,1801,1,2009,2005,2009
930,5282,3519,1,2008,1994,2008
1717,5283,1533,1,2009,2001,2009
3094,5284,1739,0.996,2008,2004,2008
3606,5285,1394,1,2008,2005,2008
1532,5286,911,1,2009,1999,2009
1491,5287,1604,0.999,2009,1999,2009
3606,5288,1869,0.926,2009,2005,2009
1791,5289,1729,1,2009,2002,2009
5079,5290,1867,1,2008,2005,2008
1043,5291,3696,1,2008,1995,2008
3022,5292,1682,1,2008,2004,2008
3022,5293,3696,0.938,2008,2004,2008
1757,5294,1523,1,2009,2001,2009
1854,5312,1029,1,2009,2003,2009
4964,5313,1762,1,2009,2006,2009
1821,5314,1504,1,2009,2002,2009
3449,5315,4897,1,2009,2005,2009
1824,5316,4967,1,2009,2003,2009
4973,5317,1868,1,2009,2006,2009
4878,5318,5165,0.749,2009,2006,2009
4868,5319,1886,1,2008,2006,2008
5263,5320,1795,0.835,2007,2008,2007
3453,5321,1744,1,2008,2004,2008
3453,5322,1744,0.964,2008,2004,2008
3002,5323,1581,1,2008,2003,2008
3002,5324,1581,1,2008,2003,2008
5075,5325,5000,1,2009,2006,2009
4935,5326,3486,1,2009,2006,2009
3086,5327,4829,1,2009,2004,2009
1605,5332,5071,0.787,2009,2000,2009
1857,5333,3618,1,2009,2003,2009
3596,5334,1722,0.772,2009,2005,2009
4896,5335,2990,1,2008,2006,2008
1042,5336,1577,1,2009,1996,2009
4936,5337,1710,1,2009,2006,2009
1798,5338,2974,1,2009,2003,2009
1826,5339,1499,1,2009,2003,2009
3491,5340,5169,1,2009,2005,2009
1854,5341,1029,1,2008,2003,2008
2989,5342,4887,1,2009,2004,2009
3086,5343,1729,1,2009,2004,2009
4871,5418,4860,1,2009,2006,2009
2989,5447,1731,1,2009,2004,2009
1753,5448,4860,1,2009,2002,2009
3604,5449,1533,1,2009,2005,2009
3490,5450,3615,1,2009,2005,2009
3695,5452,1869,1,2009,2005,2009
1763,5453,1729,1,2009,2002,2009
3462,5454,3093,1,2009,2005,2009
1765,5455,1752,1,2009,2002,2009
4958,5456,4888,1,2009,2006,2009
4883,5457,3458,1,2009,2006,2009
3574,5458,4866,1,2009,2005,2009
3606,5459,1494,1,2009,2005,2009
4871,5460,4860,1,2009,2006,2009
1438,5461,1708,1,2009,1999,2009
1532,5462,911,1,2009,1999,2009
3002,5463,1886,1,2009,2003,2009
4935,5464,3486,1,2009,2006,2009
3444,5465,4887,1,2009,2004,2009
3002,5466,1886,0.999,2009,2003,2009
2963,5473,1196,1,2008,2003,2008
1438,5497,1708,1,2009,1999,2009
4868,5498,1886,0.997,2009,2006,2009
3451,5499,1801,1,2010,2005,2010
3094,5507,1553,0.999,2009,2004,2009
4896,5508,2990,1,2009,2006,2009
5123,5509,1577,0.859,2010,2007,2010
3490,5510,3087,1,2009,2005,2009
4863,5511,1762,0.996,2010,2006,2010
3500,5512,1762,0.996,2010,2005,2010
4973,5513,2990,0.985,2009,2006,2009
5320,5514,1029,1,2009,2007,2009
2985,5515,1897,1,2009,2003,2009
1864,5516,1542,1,2009,2003,2009
5267,5517,4829,1,2009,2007,2009
3590,5518,1750,1,2009,2005,2009
5147,5519,5159,1,2009,2007,2009
5155,5520,5159,0.74,2009,2007,2009
4964,5521,1607,1,2009,2006,2009
1757,5522,1616,1,2009,2001,2009
1757,5523,1616,1,2009,2001,2009
3608,5524,1553,1,2009,2005,2009
5163,5525,5072,1,2009,2007,2009
4941,5526,3615,0.999,2008,2006,2008
4936,5527,1710,0.999,2010,2006,2010
4960,5528,4872,1,2009,2006,2009
3698,5529,4872,0.758,2009,2004,2009
3594,5530,5197,1,2009,2005,2009
4965,5531,1616,1,2008,2006,2008
4965,5532,1616,1,2009,2006,2009
1361,5533,1698,1,2010,1998,2010
2963,5534,3089,1,2010,2003,2010
2968,5535,5240,1,2009,2003,2009
1763,5536,3093,0.984,2010,2002,2010
1669,5537,1881,0.987,2009,2001,2009
3567,5538,1604,0.999,2009,2004,2009
4961,5539,5167,0.999,2009,2006,2009
4965,5540,1616,1,2010,2006,2010
1854,5541,1543,1,2009,2003,2009
3569,5542,2966,0.982,2010,2005,2010
4917,5543,4860,1,2010,2006,2010
3497,5544,1611,1,2010,2005,2010
2989,5545,1710,1,2010,2004,2010
4936,5546,1731,1,2010,2006,2010
5217,5547,1869,0.992,2010,2008,2010
3444,5548,1731,0.999,2010,2004,2010
5123,5549,4934,1,2009,2007,2009
4896,5550,1881,0.999,2010,2006,2010
3567,5551,1604,1,2010,2004,2010
4883,5552,1801,1,2010,2006,2010
4863,5553,1762,1,2010,2006,2010
5268,5554,2991,1,2010,2007,2010
4935,5555,3454,1,2010,2006,2010
5160,5556,4854,1,2010,2007,2010
3462,5557,3093,1,2010,2005,2010
5217,5558,1494,1,2010,2008,2010
1716,5559,1877,0.999,2009,2002,2009
3698,5560,1489,1,2010,2004,2010
3517,5561,5333,1,2010,2005,2010
1605,5562,4939,0.999,2010,2000,2010
3604,5563,5118,0.947,2010,2005,2010
5224,5564,1881,0.998,2010,2008,2010
2985,5565,5072,0.999,2010,2003,2010
1617,5566,2974,1,2010,2000,2010
3604,5567,3454,0.999,2010,2005,2010
5242,5571,1489,0.998,2010,2008,2010
3451,5572,1801,1,2010,2005,2010
5168,5573,1031,1,2009,2007,2009
5324,5574,1494,1,2010,2008,2010
5168,5575,1731,1,2010,2007,2010
1491,5581,5285,1,2010,1999,2010
3516,5582,2991,1,2010,2005,2010
3086,5584,5204,1,2010,2004,2010
5164,5585,2966,1,2011,2007,2011
1803,5586,1802,1,2010,2002,2010
3518,5587,3454,1,2010,2005,2010
4964,5588,911,0.997,2010,2006,2010
3085,5589,1729,1,2010,2004,2010
5517,5590,3093,0.817,2011,2009,2011
5163,5591,5072,1,2010,2007,2010
1605,5592,3519,0.987,2010,2000,2010
5217,5593,1494,1,2010,2008,2010
3606,5594,3458,1,2011,2005,2011
1707,5595,1604,1,2011,2001,2011
3596,5596,5292,0.941,2010,2005,2010
1716,5597,1877,1,2010,2002,2010
1826,5598,1499,1,2009,2003,2009
4973,5599,1868,0.994,2011,2006,2011
3451,5600,1801,1,2011,2005,2011
2985,5601,5072,0.999,2011,2003,2011
1803,5602,1542,0.997,2010,2002,2010
1605,5603,1750,1,2011,2000,2011
5284,5604,1762,1,2010,2008,2010
3002,5605,5269,1,2010,2003,2010
5324,5606,3458,1,2010,2008,2010
1580,5607,1542,1,2010,2000,2010
4958,5608,4888,1,2010,2006,2010
2968,5610,1577,0.996,2010,2003,2010
4973,5611,1868,0.999,2010,2006,2010
1827,5612,1744,1,2010,2002,2010
3518,5613,3486,1,2009,2005,2009
3094,5614,5170,1,2010,2004,2010
3490,5615,3087,1,2011,2005,2011
3596,5616,1877,0.98,2010,2005,2010
1824,5617,5220,1,2011,2003,2011
1438,5618,1708,1,2011,1999,2011
3085,5619,1729,1,2011,2004,2011
1660,5620,2966,0.716,2010,2002,2010
4965,5622,1616,0.984,2011,2006,2011
3604,5623,1533,1,2011,2005,2011
5533,5624,5167,1,2011,2010,2011
5531,5625,4957,1,2010,2008,2010
3595,5626,5249,1,2010,2005,2010
3462,5627,2966,1,2011,2005,2011
2968,5628,5240,0.999,2011,2003,2011
1707,5629,1710,1,2011,2001,2011
5319,5630,1881,0.999,2011,2008,2011
5163,5631,5072,1,2010,2007,2010
5173,5632,5291,0.887,2011,2007,2011
3022,5633,3696,1,2010,2004,2010
3022,5634,1616,1,2010,2004,2010
1826,5635,911,0.985,2011,2003,2011
5336,5636,5290,1,2010,2009,2010
5324,5637,1494,1,2011,2008,2011
1617,5638,1801,0.998,2011,2000,2011
5242,5639,1489,1,2011,2008,2011
3453,5640,1744,1,2010,2004,2010
3517,5641,5077,1,2011,2005,2011
1852,5642,3456,1,2010,2003,2010
5277,5643,5240,0.999,2010,2008,2010
5277,5644,4933,1,2011,2008,2011
5163,5645,5072,1,2011,2007,2011
5323,5646,1616,1,2011,2008,2011
3451,5647,1801,1,2011,2005,2011
5277,5648,4933,1,2011,2008,2011
3451,5649,5254,1,2011,2005,2011
5132,5650,2974,0.997,2011,2006,2011
4965,5651,5290,1,2011,2006,2011
5075,5652,5000,1,2010,2006,2010
3462,5653,2966,1,2011,2005,2011
1605,5654,5167,1,2011,2000,2011
5119,5655,5235,0.998,2010,2007,2010
3606,5656,1869,0.999,2011,2005,2011
3567,5657,5285,0.999,2011,2004,2011
4999,5658,5072,1,2011,2007,2011
4958,5678,4888,1,2010,2006,2010
5517,5680,3093,1,2011,2009,2011
5598,5681,5249,1,2011,2009,2011
5320,5682,1762,1,2011,2007,2011
5162,5683,5077,1,2009,2006,2009
5267,5684,2960,0.999,2011,2007,2011
5284,5685,5539,0.997,2011,2008,2011
5217,5686,5000,1,2011,2008,2011
5457,5687,5285,1,2011,2009,2011
5164,5747,2966,1,2011,2007,2011
3608,5748,5237,0.999,2011,2005,2011
4971,5749,4902,1,2011,2006,2011
1826,5750,3456,1,2011,2003,2011
1580,5751,3643,1,2011,2000,2011
5282,5752,5462,1,2011,2008,2011
5516,5753,1731,1,2011,2009,2011
5128,5754,5118,0.999,2010,2007,2010
4965,5755,1616,0.884,2011,2006,2011
5562,5756,2991,1,2011,2010,2011
5532,5757,5515,1,2011,2009,2011
1864,5758,5275,0.995,2011,2003,2011
3574,5759,4866,1,2011,2005,2011
2978,5760,3089,1,2010,2003,2010
5195,5761,1881,0.821,2011,2008,2011
3022,5762,,0.459,2011,2004,2011
5573,5763,,0.485,2011,2009,2011
5452,5764,5334,1,2011,2009,2011
5319,5765,5335,1,2011,2008,2011
5337,5766,5508,0.998,2011,2009,2011
5524,5767,4860,1,2011,2009,2011
4917,5768,5144,1,2011,2006,2011
5450,5769,5614,1,2011,2009,2011
5525,5770,5526,0.511,2011,2009,2011
4999,5771,5513,0.997,2011,2007,2011
1415,5772,4890,0.864,2011,1998,2011
5511,5773,2974,0.999,2011,2010,2011
1763,5774,3456,1,2011,2002,2011
1716,5775,5334,1,2011,2002,2011
5132,5776,5121,0.999,2011,2006,2011
3517,5777,5333,0.999,2011,2005,2011
3517,5778,5333,0.996,2011,2005,2011
5514,5779,5321,1,2010,2009,2010
3490,5780,3087,1,2011,2005,2011
5162,5782,5077,1,2011,2006,2011
4965,5783,1616,1,2011,2006,2011
5341,5784,5522,1,2011,2008,2011
3453,5785,5523,1,2012,2004,2012
1763,5786,2966,1,2011,2002,2011
5616,5787,1499,0.981,2011,2010,2011
4904,5820,5447,1,2011,2006,2011
3596,5821,5249,0.999,2012,2005,2012
5604,5822,1729,1,2012,2010,2012
5163,5823,5072,0.967,2012,2007,2012
5573,5824,5554,0.999,2011,2009,2011
5517,5825,3093,1,2012,2009,2012
3491,5826,1616,1,2011,2005,2011
5267,5827,4854,0.967,2012,2007,2012
3002,5828,1801,1,2011,2003,2011
3085,5829,3456,1,2012,2004,2012
5195,5830,5591,1,2012,2008,2012
3086,5831,1499,0.653,2012,2004,2012
1707,5832,1731,0.999,2012,2001,2012
3490,5833,3087,1,2011,2005,2011
5267,5834,3093,1,2012,2007,2012
5164,5835,2966,1,2011,2007,2011
5284,5837,5539,1,2011,2008,2011
5128,5838,5583,1,2012,2007,2012
1824,5839,5679,1,2012,2003,2012
3698,5840,1489,1,2012,2004,2012
1826,5841,1499,0.757,2012,2003,2012
3595,5842,1877,0.999,2012,2005,2012
5125,5843,5508,1,2012,2007,2012
5683,5844,4854,1,2012,2009,2012
3491,5846,5290,1,2012,2005,2012
5598,5847,5249,1,2010,2009,2010
5195,5848,1881,1,2012,2008,2012
5123,5849,1577,1,2012,2007,2012
3596,5850,5249,1,2012,2005,2012
5518,5851,5456,1,2012,2009,2012
1580,5852,3643,1,2012,2000,2012
4958,5853,1710,0.995,2012,2006,2012
5549,5854,5522,0.997,2012,2009,2012
5549,5855,5522,1,2012,2009,2012
3453,5901,,0.667,2012,2004,2012
5212,5902,5559,1,2012,2008,2012
1716,5903,4872,0.915,2012,2002,2012
5277,5904,5776,1,2012,2008,2012
5465,5905,5235,1,2012,2009,2012
4885,5906,5338,1,2012,2006,2012
5589,5907,5275,0.978,2012,2010,2012
5634,5908,5291,1,2012,2010,2012
1707,5909,1710,1,2012,2001,2012
4958,6009,5626,1,2013,2006,2013
3094,6010,4972,0.826,2012,2004,2012
5621,6011,1607,1,2012,2010,2012
5845,6012,5249,0.999,2011,2010,2011
5324,6013,1869,0.916,2012,2008,2012
4803,6014,1829,1,2012,2005,2012
5685,6015,5285,1,2012,2011,2012
5683,6016,1750,1,2012,2009,2012
5549,6017,5612,0.999,2011,2009,2011
3086,6018,5828,1,2012,2004,2012
1042,6019,,0.292,2012,1996,2012
3085,6020,1729,1,2012,2004,2012
5514,6021,5321,0.999,2012,2009,2012
5613,6023,5779,1,2012,2009,2012
1864,6024,5333,0.993,2012,2003,2012
5525,6025,5513,0.998,2012,2009,2012
5530,6026,3089,1,2012,2009,2012
1824,6027,5679,1,2012,2003,2012
5284,6028,1762,1,2012,2008,2012
5524,6029,4860,1,2012,2009,2012
5212,6030,5333,1,2012,2008,2012
5596,6031,5249,0.857,2012,2010,2012
5902,6033,5523,0.999,2012,2012,2012
5511,6034,2974,1,2012,2010,2012
6021,6035,5321,0.762,2013,2012,2013
3596,6036,5249,1,2013,2005,2013
3595,6037,5292,1,2013,2005,2013
5536,6038,5837,0.998,2013,2010,2013
1580,6039,3643,1,2013,2000,2013
3567,6041,5285,0.994,2013,2004,2013
4861,6042,5000,1,2013,2006,2013
5640,6043,5321,1,2013,2010,2013
4896,6044,5639,1,2013,2006,2013
5635,6045,5462,1,2013,2011,2013
5635,6046,5595,0.993,2013,2011,2013
1605,6047,5837,1,2013,2000,2013
1678,6048,5291,1,2013,2002,2013
5625,6049,2991,1,2013,2010,2013
3595,6050,5292,1,2013,2005,2013
5277,6051,4933,1,2013,2008,2013
1826,6052,3456,1,2013,2003,2013
5630,6061,2966,1,2012,2011,2012
3002,6062,5456,1,2013,2003,2013
4965,6063,5643,1,2013,2006,2013
3606,6064,5547,1,2014,2005,2014
3462,6065,5590,0.996,2013,2005,2013
3699,6066,1881,0.994,2012,2005,2012
5766,6067,4890,0.997,2013,2011,2013
3518,6069,1869,0.983,2013,2005,2013
5518,6070,2974,1,2013,2009,2013
3085,6136,3456,0.93,2014,2004,2014
5635,6137,5620,1,2014,2011,2014
5589,6138,5559,1,2013,2010,2013
5766,6139,4890,0.998,2014,2011,2014
5625,6140,5820,0.981,2014,2010,2014
1826,6141,5780,1,2014,2003,2014
5604,6142,1607,1,2014,2010,2014
5657,6143,5775,1,2014,2011,2014
5465,6144,5513,0.993,2014,2009,2014
5514,6145,6019,1,2014,2009,2014
5652,6146,1533,1,2014,2010,2014
1707,6147,5822,1,2014,2001,2014
5575,6148,6018,1,2014,2010,2014
1852,6149,4890,0.997,2014,2003,2014
6028,6150,3456,1,2014,2012,2014
4958,6151,1710,1,2014,2006,2014
4958,6152,5626,0.999,2014,2006,2014
5611,6153,5508,1,2014,2010,2014
5514,6154,5321,1,2014,2009,2014
5683,6155,5837,1,2014,2009,2014
5657,6156,5775,1,2014,2011,2014
5598,6157,5077,1,2013,2009,2013
5598,6158,5077,0.999,2014,2009,2014
5212,6159,3643,1,2014,2008,2014
5833,6160,5595,0.998,2014,2011,2014
4896,6161,1881,1,2014,2006,2014
5543,6162,5508,0.999,2014,2010,2014
4896,6163,5639,1,2013,2006,2013
5517,6164,2960,1,2014,2009,2014
6066,6165,1750,1,2014,2012,2014
5452,6166,6029,1,2014,2009,2014
5596,6167,4872,0.997,2014,2010,2014
5608,6168,4872,1,2014,2010,2014
5128,6169,5118,1,2014,2007,2014
5838,6170,5626,0.999,2014,2012,2014
1824,6171,5624,1,2014,2003,2014
5769,6172,5559,0.908,2014,2011,2014
5173,6173,5904,1,2014,2007,2014
5634,6174,4957,1,2014,2010,2014
4904,6175,5283,1,2014,2006,2014
4965,6176,5643,1,2013,2006,2013
5524,6177,4860,1,2014,2009,2014
1857,6178,3087,1,2014,2003,2014
5845,6179,5292,1,2013,2010,2013
3567,6180,5822,1,2014,2004,2014
5162,6181,5077,1,2012,2006,2012
1717,6182,3486,1,2014,2001,2014
3574,6183,5650,1,2014,2005,2014
5518,6184,5456,1,2014,2009,2014
5518,6185,5528,1,2014,2009,2014
4861,6186,5583,1,2014,2006,2014
5282,6187,5462,1,2014,2008,2014
6022,6188,5522,1,2014,2011,2014
3497,6189,5835,1,2013,2005,2013
5842,6190,5333,1,2014,2012,2014
6048,6191,4957,1,2014,2013,2014
6063,6192,5643,0.664,2014,2013,2014
1826,6193,5780,1,2014,2003,2014
5536,6194,1750,0.928,2014,2010,2014
5132,6195,5498,1,2014,2006,2014
5537,6196,5626,1,2013,2009,2013
5195,6197,5764,1,2014,2008,2014
4958,6198,5626,1,2014,2006,2014
5838,6199,5820,1,2014,2012,2014
5596,6200,5292,0.998,2014,2010,2014
5549,6201,5612,1,2014,2009,2014
5613,6202,5522,0.988,2014,2009,2014
3491,6203,5291,1,2014,2005,2014
5641,6204,5776,1,2014,2011,2014
3085,6205,6047,0.999,2014,2004,2014
6061,6206,5547,0.998,2014,2012,2014
5545,6207,5638,1,2014,2010,2014
4917,6208,5847,1,2014,2006,2014
5630,6209,2966,1,2014,2011,2014
5630,6210,2966,1,2014,2011,2014
5683,6211,5620,1,2014,2009,2014
5564,6212,4892,1,2013,2010,2013
5901,6213,5776,1,2014,2012,2014
5641,6214,5612,0.996,2014,2011,2014
3086,6215,2966,1,2014,2004,2014
5514,6216,5522,1,2014,2009,2014
5843,6217,5588,1,2014,2012,2014
5851,6218,1533,1,2014,2012,2014
5212,6219,5559,1,2014,2008,2014
5128,6220,5606,1,2014,2007,2014
5597,6221,5602,1,2014,2010,2014
5530,6222,6026,0.826,2013,2009,2013
3595,6223,6012,0.987,2014,2005,2014
5597,6224,5602,0.999,2014,2010,2014
5641,6225,6019,0.999,2014,2011,2014
5173,6227,6014,1,2014,2007,2014
5277,6228,5522,0.958,2013,2008,2013
6066,6229,1750,1,2014,2012,2014
5750,6230,5847,1,2014,2011,2014
5525,6231,5834,0.699,2014,2009,2014
3608,6233,5834,1,2014,2005,2014
1716,6239,6012,0.922,2014,2002,2014
5543,6240,6033,0.999,2014,2010,2014
5277,6245,5291,0.972,2014,2008,2014
5217,6249,5000,1,2014,2008,2014
5901,6261,5776,1,2014,2012,2014
1707,6267,5626,0.637,2014,2001,2014
5766,6268,4890,0.989,2014,2011,2014
6028,6272,3456,0.961,2014,2012,2014
5625,6273,5626,0.984,2014,2010,2014
5749,6274,5639,0.998,2014,2011,2014
5635,6276,5462,1,2014,2011,2014
5657,6279,1762,1,2014,2011,2014
5630,6281,2966,1,2014,2011,2014
5769,6282,5679,1,2014,2011,2014
4896,6283,5764,1,2014,2006,2014
5575,6284,5820,1,2014,2010,2014
5625,6294,5820,0.999,2014,2010,2014
5842,6297,5333,0.982,2014,2012,2014
5634,6300,4957,1,2014,2010,2014
5277,6306,6051,0.974,2014,2008,2014
5549,6307,5523,0.999,2014,2009,2014
5337,6309,6033,1,2014,2009,2014
5319,6310,5612,1,2014,2008,2014
5128,6311,3486,1,2014,2007,2014
6022,6313,5643,0.981,2014,2011,2014
5833,6314,5559,1,2014,2011,2014
5530,6315,5822,0.999,2014,2009,2014
