BloodID,TL,BirdID,BTN,Whodunnit,Objective,Plate
2719,9378.239492,,366,EAF,6,29
2720,3426.743175,,367,EAF,6,10
2720,6542.055076,,367,EAF,6,12
2721,6547.58371,,368,EAF,6,12
2731,5675.006247,,378,EAF,6,13
2736,8635.746795,,383,EAF,6,13
2741,7749.600397,,388,EAF,6,13
2746,5923.32168,,393,EAF,6,10
2759,16996.97891,,406,EAF,6,13
698,3078.824195,,450,EAF,6,35
707,3755.930613,,459,EAF,6,29
711,4321.678959,,463,EAF,6,16
715,4202.808529,,467,EAF,6,29
716,5696.082056,,468,EAF,6,29
717,5143.929184,,469,EAF,6,29
722,5083.697506,,474,EAF,6,29
737,9129.724452,,505,EAF,6,36
740,8054.016833,,509,EAF,6,36
753,6562.124459,,524,EAF,6,36
759,4751.892666,,531,EAF,6,28
762,8457.677219,,534,EAF,6,29
764,5550.734194,,536,EAF,6,28
767,5282.137409,,540,EAF,6,21
767,5838.369691,,540,EAF,6,22
775,5301.857908,,548,EAF,6,31
784,10973.40435,,560,EAF,6,29
788,7712.036003,,565,EAF,6,28
791,1488.781314,,568,EAF,6,31
813,3100.121376,,591,EAF,6,35
815,4234.780156,,593,EAF,6,36
816,5714.575159,,594,EAF,6,13
818,9641.751728,,596,EAF,6,28
819,7579.082168,,597,EAF,6,28
821,7068.859346,,599,EAF,6,29
822,5079.624647,,602,EAF,6,30
869,5839.590841,,660,EAF,6,31
874,4909.966829,,665,EAF,6,31
875,7172.280421,,666,EAF,6,31
910,8650.117615,,701,EAF,6,10
910,7671.095673,,701,EAF,6,12
910,4383.246957,,701,EAF,6,13
910,5802.606698,,701,EAF,6,14
910,6909.445719,,701,EAF,6,15
910,6626.321045,,701,EAF,6,16
910,6911.087596,,701,EAF,6,19
910,6419.111698,,701,EAF,6,20
910,6440.619179,,701,EAF,6,21
910,6595.108157,,701,EAF,6,22
924,9944.48707,,715,EAF,6,29
925,8327.670419,,716,EAF,6,29
926,8007.36898,,717,EAF,6,29
932,5736.332536,,723,EAF,6,31
944,7939.009243,,735,EAF,6,20
945,6473.65835,,736,EAF,6,31
946,7379.240108,,737,EAF,6,20
947,4746.3851,,738,EAF,6,20
948,6075.828747,,739,EAF,6,20
949,4583.590886,,740,EAF,6,31
1009,5604.547587,,860,EAF,6,31
1010,4484.78524,,861,EAF,6,21
1010,4876.397745,,861,EAF,6,22
1040,7112.231953,,891,EAF,6,30
1041,488.6326476,,892,EAF,6,20
1054,6403.800247,,905,EAF,6,20
1071,7321.415891,,921,EAF,6,20
1071,7741.287131,,921,EAF,6,31
1099,6610.852587,,949,EAF,6,20
1100,5680.787631,,950,EAF,6,36
1101,6783.427668,,951,EAF,6,20
1107,7170.667409,,957,EAF,6,20
1110,4757.992438,,960,EAF,6,20
1117,4150.925021,,967,EAF,6,20
1127,3057.045517,,977,EAF,6,13
86,4548.526328,,1085,EAF,6,12
110,2354.364332,,1109,EAF,6,31
193,8533.131879,,1194,EAF,6,29
197,5372.075073,,1200,EAF,6,20
198,7891.643702,,1201,EAF,6,20
211,2957.970583,,1214,EAF,6,13
212,7456.275641,,1215,EAF,6,36
213,6212.66751,,1216,EAF,6,31
218,4441.315467,,1221,EAF,6,30
219,4915.97679,,1222,EAF,6,10
219,3065.670996,,1222,EAF,6,15
222,6407.439188,,1226,EAF,6,19
223,6387.326441,,1227,EAF,6,31
225,5431.434692,,1229,EAF,6,32
227,8242.114021,,1231,EAF,6,19
228,2015.436998,,1232,EAF,6,29
229,7429.575292,,1233,EAF,6,19
230,5613.999141,,1234,EAF,6,30
280,7718.889475,,1284,EAF,6,30
288,1394.384338,,1292,EAF,6,21
288,1389.080155,,1292,EAF,6,22
298,5257.478592,,1302,EAF,6,30
335,5958.667496,,1340,EAF,6,15
355,10146.55679,,1366,EAF,6,30
367,1867.379266,,1378,EAF,6,22
378,5924.348859,,1389,EAF,6,24
387,7309.882128,,1398,EAF,6,20
415,8452.56717,,1426,EAF,6,30
427,7583.714565,,1438,EAF,6,30
430,6536.722245,,1441,EAF,6,30
431,6589.263033,,1442,EAF,6,32
432,7067.045046,,1443,EAF,6,30
447,6065.521344,,1458,EAF,6,30
476,5861.276013,,1489,EAF,6,30
494,5305.480171,,1510,EAF,6,30
527,4184.22888,,1543,EAF,6,32
535,4692.668309,,1551,EAF,6,30
543,5616.807952,,1559,EAF,6,21
543,6404.305669,,1559,EAF,6,22
563,6109.46768,,1583,EAF,6,36
565,8148.907459,,1585,EAF,6,32
566,6315.8193,,1586,EAF,6,13
583,3680.063366,,1603,EAF,6,32
587,8414.366144,,1607,EAF,6,32
593,8573.037942,,1613,EAF,6,32
608,5413.090588,,1628,EAF,6,35
612,6863.19874,,1632,EAF,6,32
613,5520.601634,,1633,EAF,6,32
614,5193.259653,,1634,EAF,6,32
615,5702.500089,,1635,EAF,6,32
618,6662.715773,,1638,EAF,6,35
620,7229.82459,,1640,EAF,6,32
621,4354.656592,,1641,EAF,6,32
622,6458.829052,,1642,EAF,6,32
624,7622.110067,,1644,EAF,6,32
632,8398.987399,,1652,EAF,6,36
634,4268.069658,,1654,EAF,6,35
635,5942.370003,,1655,EAF,6,36
636,5862.388333,,1656,EAF,6,33
638,7948.272909,,1658,EAF,6,36
640,10060.71528,,1660,EAF,6,33
642,4842.721995,,1662,EAF,6,28
643,9116.283775,,1663,EAF,6,33
644,10653.02814,,1664,EAF,6,33
645,11966.96043,,1665,EAF,6,33
646,5646.085581,,1666,EAF,6,10
646,2670.524458,,1666,EAF,6,15
647,9697.694154,,1668,EAF,6,36
648,11669.65686,,1669,EAF,6,33
651,4966.506014,,1671,EAF,6,23
652,5392.78317,,1672,EAF,6,36
653,10019.56945,,1673,EAF,6,33
655,5217.865846,,1675,EAF,6,36
659,3728.178781,,1679,EAF,6,22
660,4556.907392,,1680,EAF,6,23
661,5858.274497,,1681,EAF,6,36
662,2587.970519,,1682,EAF,6,23
663,9468.92743,,1683,EAF,6,36
666,6843.101658,,1686,EAF,6,33
667,5945.549394,,1687,EAF,6,36
674,4551.398784,,1694,EAF,6,36
675,5903.210791,,1695,EAF,6,20
676,4680.064863,,1696,EAF,6,33
677,4546.052865,,1697,EAF,6,33
678,5153.982873,,1698,EAF,6,33
2791,9251.520106,,1706,EAF,6,29
2792,13211.75303,,1712,EAF,6,19
2793,12076.04163,,1713,EAF,6,19
687,5341.636824,,1717,EAF,6,33
688,7093.854609,,1718,EAF,6,16
689,5739.665298,,1719,EAF,6,33
690,7197.690341,,1721,EAF,6,33
691,6781.765878,,1722,EAF,6,33
692,6695.314483,,1723,EAF,6,21
692,5713.146141,,1723,EAF,6,22
693,4777.2085,,1724,EAF,6,33
694,4301.122695,,1725,EAF,6,33
695,7344.696038,,1750,EAF,6,15
967,3832.314935,,1752,EAF,6,16
2823,4581.163324,,1781,EAF,6,16
2840,4490.564624,,1799,EAF,6,33
2901,7173.728028,,1861,EAF,6,30
2955,4913.87672,,1915,EAF,6,24
2956,5883.951734,,1916,EAF,6,24
2971,3889.065619,,1924,EAF,6,36
2972,5552.310462,,1925,EAF,6,25
2985,5994.51879,,1938,EAF,6,36
2987,2248.838644,,1940,EAF,6,25
3107,3859.960669,,2116,EAF,6,25
3108,6809.196457,,2117,EAF,6,20
3109,4421.978516,,2118,EAF,6,25
3120,5918.484365,,2129,EAF,6,16
3121,3879.025654,,2130,EAF,6,21
3121,4299.091272,,2130,EAF,6,22
3126,3374.099268,,2135,EAF,6,15
3132,7065.672809,,2141,EAF,6,33
3134,4477.949511,,2143,EAF,6,21
3134,5178.011096,,2143,EAF,6,22
3139,6247.226643,,2148,EAF,6,33
3141,5010.296969,,2150,EAF,6,21
3141,5635.743507,,2150,EAF,6,22
3146,1684.345605,,2155,EAF,6,34
3151,4776.843332,,2160,EAF,6,13
3153,6877.267416,,2162,EAF,6,34
3155,6651.147555,,2164,EAF,6,34
3163,6703.255753,,2172,EAF,6,19
3165,10534.39006,,2174,EAF,6,34
3170,7762.253774,,2179,EAF,6,34
3171,11366.46864,,2180,EAF,6,34
3175,7041.010746,,2184,EAF,6,34
3182,6767.599593,,2191,EAF,6,34
3183,4184.792511,,2192,EAF,6,34
3192,7479.96916,,2201,EAF,6,16
3194,7038.17579,,2203,EAF,6,30
3197,8855.346059,,2206,EAF,6,21
3197,9624.312244,,2206,EAF,6,22
3205,6566.65015,,2214,EAF,6,21
3205,7335.320882,,2214,EAF,6,22
3206,8573.46534,,2215,EAF,6,34
3209,7847.281391,,2218,EAF,6,34
3211,4316.507993,,2220,EAF,6,14
3216,7716.231705,,2225,EAF,6,34
3219,5848.225759,,2228,EAF,6,36
3224,8120.262172,,2233,EAF,6,14
3225,4011.072217,,2234,EAF,6,21
3225,4746.382945,,2234,EAF,6,22
3231,4693.659911,,2240,EAF,6,21
3231,5576.143894,,2240,EAF,6,22
3232,3122.933982,,2241,EAF,6,14
3233,8166.300413,,2242,EAF,6,34
3234,5358.802997,,2243,EAF,6,14
3235,3965.009073,,2244,EAF,6,14
3236,8803.027108,,2245,EAF,6,34
3238,6034.873989,,2247,EAF,6,14
3239,5387.797653,,2248,EAF,6,34
3240,7243.294143,,2249,EAF,6,21
3240,7624.619579,,2249,EAF,6,22
3241,7392.947238,,2250,EAF,6,21
3241,8273.814269,,2250,EAF,6,22
3242,4108.060277,,2251,EAF,6,34
3243,7971.780513,,2252,EAF,6,20
3243,5796.906423,,2252,EAF,6,34
3244,11973.49411,,2253,EAF,6,20
3245,6149.94791,,2254,EAF,6,21
3245,6114.890644,,2254,EAF,6,22
3246,9623.131714,,2255,EAF,6,19
3247,6272.604003,,2256,EAF,6,34
3248,6761.658184,,2257,EAF,6,21
3248,6656.075045,,2257,EAF,6,22
3249,6564.565086,,2258,EAF,6,19
3251,8702.214788,,2260,EAF,6,34
3257,6374.517349,,2266,EAF,6,34
3285,1851.120168,,2294,EAF,6,35
3287,5907.533744,,2296,EAF,6,29
3288,4399.366674,,2297,EAF,6,15
3288,5705.573233,,2297,EAF,6,21
3288,5892.432534,,2297,EAF,6,22
3290,7252.398978,,2299,EAF,6,19
3297,5032.083881,,2306,EAF,6,19
3302,8810.062918,,2311,EAF,6,19
3321,7797.539713,,2330,EAF,6,19
3326,8015.287685,,2335,EAF,6,19
3343,8593.527431,,2352,EAF,6,19
3346,6025.972725,,2355,EAF,6,19
3353,6192.585762,,2362,EAF,6,19
3382,4074.742118,,2377,EAF,6,19
3685,3215.354094,,2392,EAF,6,35
3751,8370.468684,,2433,EAF,6,35
3759,5249.636642,,2438,EAF,6,35
3760,4720.906968,,2454,EAF,6,16
3771,5056.617956,,2463,EAF,6,28
3774,5783.877308,,2464,EAF,6,28
3780,6020.591613,,2466,EAF,6,35
3778,6096.961126,,2468,EAF,6,28
3788,3004.802273,,2472,EAF,6,23
3787,5794.136699,,2473,EAF,6,35
3779,4150.723114,,2477,EAF,6,23
3790,6363.016549,,2478,EAF,6,23
3514,5157.6176,,2487,EAF,6,11
3514,5796.877849,,2487,EAF,6,19
3805,6003.340971,,2489,EAF,6,28
3516,6.410275917,,2491,EAF,6,11
3516,9284.511632,,2491,EAF,6,19
3818,4153.529015,,2499,EAF,6,23
3743,1066.55654,,2590,EAF,6,23
3519,8027.526627,,2649,EAF,6,11
3519,8090.870363,,2649,EAF,6,19
3828,7822.087779,,2650,EAF,6,11
3828,8095.982113,,2650,EAF,6,19
3539,2693.663961,,2656,EAF,6,11
3539,3164.217332,,2656,EAF,6,25
3518,7120.85688,,2658,EAF,6,25
3522,10248.40996,,2662,EAF,6,25
3524,9483.781242,,2666,EAF,6,25
3837,3195.468862,,2669,EAF,6,14
3523,7015.456815,,2670,EAF,6,25
3850,2784.524109,,2671,EAF,6,14
3834,4265.712287,,2672,EAF,6,14
3836,6225.121804,,2673,EAF,6,28
3839,2538.0149,,2674,EAF,6,14
3838,5267.488288,,2675,EAF,6,14
3843,4045.230237,,2676,EAF,6,14
3842,5412.665943,,2678,EAF,6,28
3526,4501.869128,,2682,EAF,6,25
3527,5700.287353,,2684,EAF,6,25
3532,6250.149857,,2687,EAF,6,35
3528,7438.875516,,2691,EAF,6,25
3525,5579.489722,,2693,EAF,6,25
3517,4258.004146,,2695,EAF,6,25
3536,7578.044445,,2696,EAF,6,35
3535,5857.047326,,2697,EAF,6,26
3537,6029.176757,,2699,EAF,6,26
3531,5693.449165,,2701,EAF,6,26
3533,9667.684706,,2702,EAF,6,26
3551,12925.1225,,2706,EAF,6,26
3548,10609.50884,,2707,EAF,6,26
3552,7320.613118,,2708,EAF,6,26
3543,5124.694856,,2712,EAF,6,35
3540,6623.800256,,2713,EAF,6,21
3540,7304.619104,,2713,EAF,6,22
3544,6345.36892,,2714,EAF,6,26
3547,4668.579925,,2715,EAF,6,26
3542,7150.056593,,2716,EAF,6,26
3541,5453.948303,,2717,EAF,6,35
3545,6492.001175,,2718,EAF,6,26
3546,9241.823148,,2719,EAF,6,26
3549,7418.141612,,2720,EAF,6,26
3553,8878.932732,,2721,EAF,6,26
3550,5625.166507,,2722,EAF,6,26
3921,3982.544079,,2800,EAF,6,28
4039,4539.896814,,2965,EAF,6,24
4024,7595.829397,,2979,EAF,6,35
4025,5450.972347,,2980,EAF,6,24
4017,3996.596915,,2985,EAF,6,35
4018,4246.325805,,2988,EAF,6,35
3980,3508.849935,,3029,EAF,6,24
3997,3644.736515,,3043,EAF,6,28
4175,7303.369575,,3069,EAF,6,28
4185,7044.849402,,3077,EAF,6,36
4238,5053.788307,,3111,EAF,6,12
4245,4735.397228,,3116,EAF,6,35
4259,4958.678913,,3132,EAF,6,28
4101,4050.026903,,3208,EAF,6,24
4119,5737.854151,,3224,EAF,6,24
4281,4499.11874,,3260,EAF,6,24
4286,3260.545075,,3265,EAF,6,23
4296,4135.478216,,3273,EAF,6,24
4305,4004.778286,,3278,EAF,6,23
4342,3278.747502,,3304,EAF,6,23
4339,3032.782547,,3309,EAF,6,23
4340,4155.050487,,3310,EAF,6,23
4338,3464.257368,,3311,EAF,6,23
4344,3257.86391,,3317,EAF,6,24
4325,4358.176024,,3325,EAF,6,24
4336,2773.310506,,3332,EAF,6,24
4351,3564.645187,,3333,EAF,6,24
4362,3322.756423,,3337,EAF,6,23
4359,5683.715704,,3346,EAF,6,24
4514,4256.19313,,3361,EAF,6,26
4539,4975.052972,,3365,EAF,6,26
4534,4474.974831,,3369,EAF,6,26
4537,5926.278705,,3372,EAF,6,26
4600,5390.723591,,3671,EAF,6,26
4604,6300.443644,,3677,EAF,6,26
4603,2596.532059,,3679,EAF,6,27
4616,4085.076564,,3686,EAF,6,27
4623,4940.014247,,3720,EAF,6,29
4624,10835.94384,,3721,EAF,6,27
4650,6865.523234,,3729,EAF,6,27
4663,7684.814449,,3740,EAF,6,27
4673,13206.73718,,3788,EAF,6,27
4697,5276.365565,,3793,EAF,6,27
4692,5140.663455,,3802,EAF,6,27
4689,1471.678989,,3805,EAF,6,27
4731,6177.814736,,3812,EAF,6,10
4770,4322.719712,,3835,EAF,6,35
4759,8938.660186,,3855,EAF,6,27
4800,8968.513834,,3880,EAF,6,27
4813,8153.94465,,3884,EAF,6,27
4890,6098.09934,,3930,EAF,6,27
4915,3701.230763,,3943,EAF,6,10
4916,5657.395006,,3944,EAF,6,27
5185,2653.55614,,4193,EAF,6,27
5199,608.4206164,,4206,EAF,6,27
5402,8834.844376,,4413,EAF,6,10
5609,3756.639398,,4544,EAF,6,27
5614,8714.614748,,4550,EAF,6,27
5616,4866.68047,,4551,EAF,6,27
5659,7038.645627,,4602,EAF,6,27
5677,2933.474109,,4621,EAF,6,28
5685,9809.851507,,4629,EAF,6,28
5723,10098.56857,,4642,EAF,6,28
5748,12811.00442,,4673,EAF,6,28
5742,8911.041052,,4680,EAF,6,28
5727,7280.255341,,4688,EAF,6,29
5752,8358.966725,,4691,EAF,6,29
2383,1977.998201,,6,EAF,7,25
2383,1204.234336,,6,EAF,7,26
2383,8620.60819,,6,EAF,7,46
2332,6976.283769,,12,EAF,7,41
2333,6836.900444,,13,EAF,7,37
2333,3889.042358,,13,EAF,7,45
2493,7005.115723,,20,EAF,7,30
2276,4197.826997,,22,EAF,7,40
2276,2899.26245,,22,EAF,7,46
2504,3256.149493,,23,EAF,7,25
2504,1790.966593,,23,EAF,7,26
2508,2083.8904,,27,EAF,7,45
2285,4975.500473,,28,EAF,7,46
2352,4640.600006,,30,EAF,7,42
2382,2516.502458,,59,EAF,7,36
2388,3246.027124,,64,EAF,7,27
2392,6550.612755,,68,EAF,7,20
2392,4601.877772,,68,EAF,7,42
2569,1674.51352,,82,EAF,7,37
2585,3169.265487,,97,EAF,7,39
2408,11121.88168,,103,EAF,7,42
2163,1687.462308,,118,EAF,7,35
2444,6615.709823,,136,EAF,7,37
1526,7293.769052,,141,EAF,7,30
2189,3482.087092,,141,EAF,7,45
2190,12962.93602,,142,EAF,7,31
2455,7868.263974,,146,EAF,7,38
2215,5864.744267,,165,EAF,7,32
2600,4739.381456,,220,EAF,7,37
2616,6771.979488,,236,EAF,7,39
2709,5179.141707,,356,EAF,7,36
2712,6126.841377,,359,EAF,7,36
2765,11826.59898,,412,EAF,7,37
699,1288.310989,,451,EAF,7,38
700,2114.833934,,452,EAF,7,25
700,1861.065188,,452,EAF,7,26
739,20643.39046,,507,EAF,7,35
767,4527.398779,,540,EAF,7,23
827,7312.904789,,608,EAF,7,27
832,1982.586581,,613,EAF,7,40
840,3043.724293,,622,EAF,7,33
840,3608.224068,,622,EAF,7,34
840,5733.434659,,622,EAF,7,43
846,3044.942279,,629,EAF,7,46
847,4202.871124,,630,EAF,7,25
857,2840.966273,,640,EAF,7,42
881,13960.73211,,672,EAF,7,31
884,8967.626446,,675,EAF,7,25
884,4820.286601,,675,EAF,7,26
896,5874.059725,,687,EAF,7,33
896,4501.520422,,687,EAF,7,34
896,6305.831895,,687,EAF,7,43
902,5038.599714,,693,EAF,7,44
911,4870.46293,,702,EAF,7,27
917,3659.873493,,708,EAF,7,33
917,3046.717479,,708,EAF,7,34
919,5662.204777,,710,EAF,7,25
919,3699.785067,,710,EAF,7,26
929,1301.371383,,720,EAF,7,25
929,805.55262,,720,EAF,7,26
930,2142.407455,,721,EAF,7,36
933,950.9121164,,724,EAF,7,31
936,10621.64894,,727,EAF,7,31
966,812.0031775,,816,EAF,7,44
1016,17345.36622,,867,EAF,7,46
1026,13623.90403,,877,EAF,7,46
1046,1455.868845,,897,EAF,7,44
1055,4760.684027,,906,EAF,7,25
1055,2713.649946,,906,EAF,7,26
1060,7073.209729,,911,EAF,7,39
1063,14262.54041,,914,EAF,7,32
1064,1477.12486,,915,EAF,7,35
1067,7489.722191,,918,EAF,7,36
1071,3066.805852,,921,EAF,7,23
1078,1733.576187,,928,EAF,7,44
1083,1246.769791,,933,EAF,7,30
1086,1243.787193,,936,EAF,7,37
1090,3108.71919,,940,EAF,7,35
1098,18600.20787,,948,EAF,7,33
1098,13995.39913,,948,EAF,7,34
1098,20288.56922,,948,EAF,7,43
1111,2995.530439,,961,EAF,7,35
1116,2460.664964,,966,EAF,7,27
1126,1611.373474,,976,EAF,7,45
1138,4152.89079,,988,EAF,7,40
1140,4525.313131,,990,EAF,7,35
1142,2105.893782,,992,EAF,7,42
1143,3760.950767,,993,EAF,7,30
1144,4796.935443,,994,EAF,7,38
45,2779.757242,,1044,EAF,7,40
48,5103.115581,,1047,EAF,7,27
49,4382.072807,,1048,EAF,7,39
51,12991.42729,,1050,EAF,7,36
54,4966.273605,,1053,EAF,7,32
55,5563.621168,,1054,EAF,7,41
66,16897.24678,,1065,EAF,7,38
67,3916.30198,,1066,EAF,7,31
80,5670.345624,,1079,EAF,7,39
89,24441.84064,,1088,EAF,7,40
93,6490.31696,,1092,EAF,7,36
112,4725.820725,,1111,EAF,7,33
112,3767.624036,,1111,EAF,7,34
112,4337.534002,,1111,EAF,7,43
113,2995.436519,,1112,EAF,7,27
134,3984.44593,,1133,EAF,7,35
138,2546.823991,,1137,EAF,7,25
138,1697.167529,,1137,EAF,7,26
146,1474.908952,,1145,EAF,7,44
153,10776.7255,,1152,EAF,7,46
176,3862.064638,,1176,EAF,7,46
177,3242.842233,,1177,EAF,7,37
180,2665.687925,,1180,EAF,7,45
188,9656.165908,,1189,EAF,7,42
234,2823.245021,,1238,EAF,7,41
249,5904.425196,,1253,EAF,7,36
251,11499.44334,,1255,EAF,7,31
257,9337.106629,,1261,EAF,7,32
269,5920.176377,,1273,EAF,7,38
318,1805.787256,,1322,EAF,7,42
331,2993.423178,,1336,EAF,7,20
331,4571.159197,,1336,EAF,7,37
352,7923.636099,,1363,EAF,7,46
361,3367.359295,,1372,EAF,7,41
395,3752.555298,,1406,EAF,7,29
408,6468.736617,,1419,EAF,7,44
416,14940.70887,,1427,EAF,7,37
435,5438.265068,,1446,EAF,7,33
435,3901.900372,,1446,EAF,7,34
435,5729.07941,,1446,EAF,7,43
438,2146.839627,,1449,EAF,7,39
440,7227.888865,,1451,EAF,7,38
441,2816.441275,,1452,EAF,7,40
442,681.9732631,,1453,EAF,7,30
444,4936.611382,,1455,EAF,7,40
449,20257.7946,,1460,EAF,7,41
451,5539.750816,,1462,EAF,7,32
453,3425.567905,,1464,EAF,7,34
453,6032.720493,,1464,EAF,7,43
460,2052.384093,,1472,EAF,7,45
471,1643.601622,,1484,EAF,7,40
472,6660.311598,,1485,EAF,7,44
483,5867.460289,,1497,EAF,7,44
487,1512.826901,,1501,EAF,7,39
495,4535.909342,,1511,EAF,7,35
498,12639.54078,,1514,EAF,7,41
503,2293.580973,,1519,EAF,7,40
521,2518.909626,,1537,EAF,7,33
521,2367.076683,,1537,EAF,7,34
521,3335.268682,,1537,EAF,7,43
529,2747.243291,,1545,EAF,7,29
530,2576.002913,,1546,EAF,7,39
537,4627.356007,,1553,EAF,7,32
539,3996.178173,,1555,EAF,7,31
543,7352.293821,,1559,EAF,7,23
544,208591.8743,,1560,EAF,7,44
548,644.9981445,,1564,EAF,7,35
560,5304.537027,,1580,EAF,7,30
563,5371.55946,,1583,EAF,7,20
570,9324.310102,,1590,EAF,7,44
574,4914.51544,,1594,EAF,7,46
606,3941.374893,,1626,EAF,7,40
608,9544.676856,,1628,EAF,7,20
610,6164.106619,,1630,EAF,7,41
628,6784.688558,,1648,EAF,7,36
654,2181.589656,,1674,EAF,7,25
654,1738.525424,,1674,EAF,7,26
655,8600.123246,,1675,EAF,7,20
657,1895.77519,,1677,EAF,7,32
659,1770.31904,,1679,EAF,7,23
670,6915.54789,,1690,EAF,7,45
671,5812.315847,,1691,EAF,7,29
673,7004.290537,,1693,EAF,7,35
680,3131.106016,,1700,EAF,7,27
681,1946.978679,,1701,EAF,7,29
684,2259.50105,,1704,EAF,7,45
2791,12740.26688,,1706,EAF,7,23
685,4167.02149,,1707,EAF,7,29
692,2644.631822,,1723,EAF,7,23
697,3645.788063,,1752,EAF,7,33
697,2445.999807,,1752,EAF,7,34
697,4285.725741,,1752,EAF,7,43
2946,4468.202172,,1906,EAF,7,27
2947,9407.095824,,1907,EAF,7,39
2949,5329.97306,,1909,EAF,7,36
2952,5367.283756,,1912,EAF,7,30
2967,7074.96097,,1920,EAF,7,38
2971,1480.684068,,1924,EAF,7,20
2973,1302.041843,,1926,EAF,7,27
2975,9726.014467,,1928,EAF,7,36
2977,13654.91907,,1930,EAF,7,33
2977,8165.812804,,1930,EAF,7,34
2977,13598.25344,,1930,EAF,7,43
2978,2996.385016,,1931,EAF,7,35
2979,781.3455788,,1932,EAF,7,39
2980,6304.162692,,1933,EAF,7,38
2981,2982.588159,,1934,EAF,7,29
2982,798.6424702,,1935,EAF,7,45
2983,4622.82042,,1936,EAF,7,41
2985,2167.347525,,1938,EAF,7,20
2986,1462.403921,,1939,EAF,7,35
3031,11006.26357,,1984,EAF,7,20
3031,14237.97674,,1984,EAF,7,29
3090,4657.290948,,2099,EAF,7,25
3090,3110.908569,,2099,EAF,7,26
3098,3898.095201,,2107,EAF,7,41
3102,8098.819874,,2111,EAF,7,44
3105,2934.995731,,2114,EAF,7,30
3112,5476.516749,,2121,EAF,7,40
3122,3526.210004,,2131,EAF,7,32
3125,3562.879825,,2134,EAF,7,41
3127,1387.874187,,2136,EAF,7,37
3128,2664.602149,,2137,EAF,7,29
3134,2623.975221,,2143,EAF,7,23
3136,10763.68839,,2145,EAF,7,40
3141,7385.747981,,2150,EAF,7,23
3142,6812.100301,,2151,EAF,7,29
3146,2077.761915,,2155,EAF,7,23
3154,2477.26411,,2163,EAF,7,27
3161,7085.834004,,2170,EAF,7,36
3166,3292.706424,,2175,EAF,7,20
3166,5836.819171,,2175,EAF,7,42
3181,7078.39676,,2190,EAF,7,37
3197,9125.9128,,2206,EAF,7,23
3201,8915.586479,,2210,EAF,7,44
3205,6729.301193,,2214,EAF,7,23
3212,5686.007304,,2221,EAF,7,25
3213,2661.821928,,2222,EAF,7,25
3213,1622.24425,,2222,EAF,7,26
3214,14115.86834,,2223,EAF,7,45
3225,3249.715573,,2234,EAF,7,23
3229,92.5091601,,2238,EAF,7,37
3231,4992.373951,,2240,EAF,7,23
3237,2554.152935,,2246,EAF,7,40
3240,11695.69828,,2249,EAF,7,23
3241,12224.48437,,2250,EAF,7,23
3245,5255.24436,,2254,EAF,7,23
3248,8716.371821,,2257,EAF,7,23
3283,7182.268196,,2292,EAF,7,46
3288,6305.583701,,2297,EAF,7,23
3289,6547.869795,,2298,EAF,7,33
3289,6781.881445,,2298,EAF,7,34
3289,9309.309205,,2298,EAF,7,43
3291,4881.66725,,2300,EAF,7,41
3314,1788.053377,,2323,EAF,7,35
3344,1555.088991,,2353,EAF,7,30
3350,8719.973995,,2359,EAF,7,31
3375,12242.46562,,2379,EAF,7,39
3390,8908.669056,,2398,EAF,7,29
3688,17138.55239,,2399,EAF,7,38
3695,719.869175,,2400,EAF,7,32
3699,12193.84972,,2403,EAF,7,40
3696,8585.407132,,2404,EAF,7,36
3751,3452.094446,,2433,EAF,7,20
3756,6097.598561,,2440,EAF,7,20
3756,9846.967914,,2440,EAF,7,33
3758,4196.880039,,2441,EAF,7,32
3764,3044.38621,,2452,EAF,7,20
3764,1264.897704,,2452,EAF,7,42
3472,3525.046273,,2453,EAF,7,37
3471,2635.494983,,2455,EAF,7,36
3776,4467.651507,,2459,EAF,7,30
3817,6294.728413,,2504,EAF,7,38
3739,5824.195619,,2592,EAF,7,38
3539,1802.131025,,2656,EAF,7,24
3518,12347.38285,,2658,EAF,7,24
3522,8784.891063,,2662,EAF,7,24
3524,15351.4508,,2666,EAF,7,24
3833,1994.324465,,2668,EAF,7,39
3523,18806.89712,,2670,EAF,7,24
3526,4668.276923,,2682,EAF,7,24
3527,3471.692699,,2684,EAF,7,24
3532,8728.532395,,2687,EAF,7,20
3851,5322.12816,,2689,EAF,7,30
3528,3737.021956,,2691,EAF,7,24
3525,6879.013179,,2693,EAF,7,24
3517,6782.795243,,2695,EAF,7,24
3535,3159.647593,,2697,EAF,7,24
3534,4507.956028,,2698,EAF,7,45
3537,5970.598412,,2699,EAF,7,24
3531,4155.58567,,2701,EAF,7,24
3533,3391.854464,,2702,EAF,7,24
3551,17235.94498,,2706,EAF,7,27
3548,10696.741,,2707,EAF,7,29
3552,6382.899013,,2708,EAF,7,30
3540,7283.582877,,2713,EAF,7,23
3544,13100.5742,,2714,EAF,7,24
3547,8506.200298,,2715,EAF,7,30
3542,10291.25766,,2716,EAF,7,24
3545,9708.954563,,2718,EAF,7,24
3546,9014.604648,,2719,EAF,7,25
3546,5466.474928,,2719,EAF,7,26
3549,8437.203621,,2720,EAF,7,25
3549,5594.614574,,2720,EAF,7,26
3550,6554.969845,,2722,EAF,7,27
3865,4898.532123,,2732,EAF,7,39
3559,2632.454194,,2736,EAF,7,29
