BloodID,TL,Whodunnit,PlateID,BirdID,Objective,Ageclass,RightTarsus,LeftTarsus,BodyMass,EyeColour,LayYear,FieldPeriodID,OccasionID,OccasionDate,TerritoryID,Status,BreedGroupID,SexEstimate,MaxOfMaxOfSeenDate
5044,2978.813915,EAF,7,5759,9,OFL,26.4,,16.8,G,2011,110,4079,13/12/2011,137,OFL,5800,1,31/05/2013
5045,4421.54837,EAF,12,5760,9,A,24.8,,14.5,RB,2010,110,4080,14/12/2011,40,U,5801,0,26/02/2012
5046,4043.077097,EAF,25,5761,9,OFL,23.8,,13.9,G,2011,110,4080,14/12/2011,69,OFL,5802,0,19/02/2012
5047,5824.201033,EAF,22,5762,9,SA,24.6,,14.7,LB,2011,110,4080,14/12/2011,59,U,5803,1,07/06/2013
5048,8585.366619,EAF,19,5763,9,SA,25.2,,16.3,LB,2011,110,4080,14/12/2011,75,U,5804,1,22/05/2013
5293,6126.431287,EAF,11,5840,9,CH,19.8,,12.1,G,2012,116,4333,01/09/2012,118,CH,5362,0,01/09/2012
5463,1362.51993,EAF,20,5769,9,A,24.1,,16.0,RB,2011,118,4540,02/02/2013,51,ABX,5880,0,19/01/2015
5456,658.145317,EAF,30,1821,8,A,,,14.0,RB,2002,118,4535,30/01/2013,60,BrF,5887,0,09/09/2015
5464,2098.568551,EAF,18,5776,9,A,25.3,,16.5,RB,2011,118,4541,02/02/2013,55,BrM,5883,1,12/09/2015
5464,2098.568551,EAF,18,5776,9,A,25.3,,16.5,RB,2011,118,4541,02/02/2013,61,BrM,5888,1,12/09/2015
5484,4406.510921,EAF,31,5290,8,A,28.5,,15.5,RB,2008,118,4563,15/02/2013,62,BrM,5889,1,01/03/2014
5475,2345.252164,EAF,10,5846,9,SA,22.9,,13.0,LB,2012,118,4549,06/02/2013,62,ABX,5889,0,09/09/2015
5476,2350.460279,EAF,17,5824,9,A,26.0,,15.0,RB,2011,118,4551,07/02/2013,75,ABX,5896,0,07/02/2013
5453,2117.318262,EAF,18,5582,9,A,27.3,,17.5,RB,2010,118,4529,26/01/2013,110,BrM,5918,1,19/01/2015
5454,1792.927123,EAF,11,5625,9,A,25.3,,15.3,RB,2010,118,4589,29/01/2013,112,BrF,5920,0,27/02/2015
5472,2474.955156,EAF,25,5678,9,A,26.6,,17.0,RB,2010,118,4549,06/02/2013,116,BrF,5921,0,15/02/2014
5477,1460.989249,EAF,39,5000,8,A,25.5,,16.5,RB,2006,118,4552,08/02/2013,157,BrM,5938,1,21/01/2015
5483,195.6211212,EAF,35,4860,8,A,29.4,,16.0,RB,2006,118,4562,14/02/2013,480,BrM,5955,1,15/09/2015
5462,3792.868295,EAF,17,5854,9,SA,20.9,,14.5,LB,2012,118,4538,01/02/2013,479,SEEN1,5956,0,15/09/2015
5491,3943.755364,EAF,27,1707,8,A,24.1,,14.0,RB,2001,118,4570,19/02/2013,477,BrF,5957,0,31/08/2015
5471,1557.594408,EAF,19,5658,9,A,26.0,,16.0,RB,2011,118,4547,05/02/2013,14,SEEN1,5649,0,17/07/2015
5457,469.8830084,EAF,22,5641,9,A,,,14.5,RB,2011,118,4535,30/01/2013,9,SEEN1,5645,0,12/09/2015
4099,3238.46235,EB,76,1617,3,A,24.8,,16.2,RB,2000,90,2304,11/02/2009,140,BrF,4158,0,03/12/2011
3541,5646.137246,EAF,35,5145,6,CH,17.3,,10.5,G,2007,82,2125,07/09/2007,173,CH,4299,0,11/08/2010
5679,1946.766613,EAF,20,5267,7,A,24.4,,14.0,RB,2007,122,4797,17/08/2013,2,BrF,6152,0,24/02/2015
5679,2247.387135,EAF,41,5267,7,A,24.4,,14.0,RB,2007,122,4797,17/08/2013,2,BrF,6152,0,24/02/2015
5738,4851.689911,EAF,34,1763,8,A,23.6,,14.2,RB,2002,122,4869,26/09/2013,3,BrF,6162,0,26/09/2013
5638,5185.819384,EAF,10,5837,9,A,25.8,,16.0,RB,2011,122,4754,24/07/2013,8,BrM,6104,1,14/09/2015
5710,977.6513006,EAF,27,1660,8,A,25.0,,14.4,RB,2002,122,4861,15/09/2013,8,BrF,6104,0,14/09/2015
5742,9225.052748,EAF,28,1826,6,A,24.4,,15.0,RB,2003,122,4872,25/09/2013,9,BrF,6112,0,23/09/2015
5729,1599.005317,EAF,9,5780,9,A,25.4,,15.7,RB,2011,122,4871,26/09/2013,9,BrM,6112,1,17/01/2015
5713,2046.97736,EAF,17,5621,9,A,23.5,,15.7,RB,2010,122,4861,15/09/2013,13,BrF,6164,0,18/09/2015
5727,7536.800599,EAF,29,1607,6,A,24.3,,16.9,RB,2001,122,4869,26/09/2013,13,BrM,6164,1,26/02/2015
5656,2367.586752,EAF,35,1762,8,A,25.7,,17.0,RB,2002,122,4770,04/08/2013,15,BrM,6115,1,15/09/2015
5757,3856.025047,EAF,24,5642,9,A,24.3,,15.5,RB,2010,122,4779,01/08/2013,16,BrF,6111,0,03/08/2015
5758,2979.747473,EAF,29,5235,7,A,24.8,,15.0,RB,2008,122,4779,01/08/2013,16,BrM,6111,1,21/08/2015
5633,1478.303849,EAF,32,1729,8,A,25.6,,15.5,RB,2001,122,4752,23/07/2013,20,BrM,6126,1,01/03/2015
5753,1349.619997,EAF,8,5595,9,A,25.3,,15.8,RB,2011,122,4882,28/09/2013,26,BrM,6139,1,12/09/2015
5654,365.0845114,EAF,21,5595,9,A,25.2,,16.0,RB,2011,122,4768,03/08/2013,26,BrM,6139,1,12/09/2015
5755,4813.344663,EAF,39,5453,8,A,25.3,,15.5,RB,2009,122,4778,31/07/2013,28,BrM,6110,1,26/06/2015
5759,1566.649359,EAF,24,5749,9,A,24.2,,17.0,RB,2011,122,4794,01/08/2013,33,BrF,6165,0,18/09/2015
5660,1243.854696,EAF,19,5839,9,A,24.3,,15.0,RB,2012,122,4774,10/08/2013,407,ABX,6202,1,15/09/2015
5741,5335.565263,EAF,21,5839,9,A,25.8,,15.8,RB,2012,122,4872,25/09/2013,407,ABX,6202,1,15/09/2015
5747,7735.715628,EAF,13,5766,9,A,24.4,,14.3,RB,2011,122,4877,24/09/2013,39,BrF,6147,0,19/01/2015
5748,13262.44497,EAF,28,4890,6,A,25.5,,16.2,RB,2006,122,4877,24/09/2013,39,BrM,6147,1,27/02/2015
5649,7585.326874,EAF,10,5590,9,A,26.9,,17.5,RB,2011,122,4764,29/07/2013,40,BrM,6118,1,24/08/2015
5737,1608.898293,EAF,17,5590,9,A,27.2,,17.2,RB,2011,122,4869,26/09/2013,40,BrM,6118,1,24/08/2015
5726,1825.441093,EAF,35,2986,8,A,24.8,,16.1,RB,2004,122,4869,26/09/2013,41,BrF,6167,0,26/06/2015
5725,618.4570943,EAF,15,5588,9,A,26.0,,19.0,RB,2010,122,4869,26/09/2013,41,BrM,6167,1,15/09/2015
5709,4433.23536,EAF,27,4999,8,A,23.5,,16.6,RB,2007,122,4860,16/09/2013,45,BrF,6107,0,21/02/2015
5715,7963.636521,EAF,12,5770,9,A,24.6,,14.6,RB,2011,122,4865,17/09/2013,47,BrF,6108,0,01/03/2015
5647,2106.806738,EAF,9,5770,9,A,24.4,,13.5,RB,2011,122,4762,28/07/2013,47,BrF,6108,0,01/03/2015
5732,2869.618856,EAF,13,5513,9,A,27.0,,18.2,RB,2009,122,4874,22/09/2013,47,BrM,6108,1,31/08/2015
5644,1808.478974,EAF,17,5525,9,A,24.6,,16.0,RB,2009,122,4759,27/07/2013,47,H,6108,0,21/08/2014
5735,1040.120019,EAF,2,5525,9,A,24.4,,15.4,RB,2009,122,4874,22/09/2013,47,H,6108,0,21/08/2014
5643,4191.287019,EAF,6,6025,9,SA,24.8,,16.5,LB,2012,122,4759,27/07/2013,47,H,6108,1,13/09/2014
5682,2405.640661,EAF,21,5748,9,A,25.5,,16.5,RB,2011,122,4814,22/08/2013,50,ABX,6125,0,18/02/2015
5601,2730.029258,EAF,17,5641,9,A,23.4,,16.0,RB,2011,122,4708,01/07/2013,55,BrF,6170,0,12/09/2015
5600,6745.043075,EAF,16,5776,9,A,25.3,,18.0,RB,2011,122,4708,01/07/2013,55,BrM,6170,1,12/09/2015
5641,5184.556438,EAF,23,5613,9,A,24.4,,16.0,RB,2009,122,4755,25/07/2013,58,BrF,6105,0,09/09/2015
5596,4235.419256,EAF,5,5523,9,A,23.6,,18.0,RB,2009,122,4703,29/06/2013,60,BrM,6137,1,13/09/2015
5600,6745.043075,EAF,16,5776,9,A,25.3,,18.0,RB,2011,122,4708,01/07/2013,61,BrM,6172,1,12/09/2015
5603,582.6266674,EAF,3,5508,9,A,25.1,,18.0,RB,2009,122,4712,03/07/2013,68,BrM,6174,1,23/02/2014
5657,1233.651244,EAF,6,5826,9,A,25.0,,17.0,RB,2011,122,4771,05/08/2013,602,BrM,6211,1,27/08/2015
5651,1566.044352,EAF,25,5847,9,A,25.6,,16.5,RB,2010,122,4767,30/07/2013,71,BrM,6106,1,11/02/2015
5756,1158.874904,EAF,38,5334,8,A,24.6,,19.0,RB,2009,122,4793,31/07/2013,72,BrM,6175,1,28/09/2013
5650,2490.003821,EAF,16,5575,9,A,23.6,,19.0,RB,2010,122,4766,30/07/2013,75,BrF,6127,0,12/09/2015
5743,2413.343085,EAF,23,5626,9,A,26.4,,18.4,RB,2010,122,4870,24/09/2013,77,BrM,6109,1,06/09/2015
5690,3807.104644,EAF,13,5597,9,A,23.1,,16.0,RB,2010,122,4827,26/08/2013,79,BrF,6132,0,06/09/2015
5624,1375.609936,EAF,31,5447,7,A,25.1,,15.0,RB,2009,122,4741,18/07/2013,82,BrM,6176,1,01/09/2014
5691,501.8061701,EAF,18,5822,9,SA,25.4,,15.5,LB,2012,122,4831,29/08/2013,83,ABX,6207,1,25/08/2015
5744,1535.015736,EAF,5,5853,9,A,26.1,,15.3,RB,2012,122,4877,24/09/2013,77,H,6109,1,18/09/2015
5677,3036.845329,EAF,28,4904,6,A,24.9,,15.0,RB,2006,122,4798,18/08/2013,88,BrF,6178,0,25/01/2015
5686,2427.067526,EAF,30,5292,8,A,23.8,,17.0,RB,2008,122,4819,24/08/2013,90,BrM,6179,1,19/09/2015
5680,1721.047273,EAF,40,5249,8,A,25.6,,15.0,RB,2007,122,4786,11/08/2013,94,BrM,6161,1,17/07/2015
5750,1847.248681,EAF,14,5564,9,A,23.3,,13.6,RB,2010,122,4881,28/09/2013,173,BrF,6157,0,25/02/2014
5609,3889.017726,EAF,27,3606,6,A,24.1,,,RB,2005,122,4725,10/07/2013,100,BrF,6102,0,06/08/2013
5607,1807.957003,EAF,21,5653,9,A,24.4,,15.0,RB,2011,122,4723,09/07/2013,101,BrF,6183,0,10/09/2013
5697,4055.121235,EAF,17,5583,9,A,21.9,,14.9,RB,2010,122,4846,05/09/2013,105,BrM,6146,1,31/08/2015
5661,578.819189,EAF,1,5559,9,A,24.5,,18.0,RB,2009,122,4774,10/08/2013,111,BrM,6185,1,18/09/2015
5588,2327.150686,EAF,2,5625,9,A,24.9,,17.0,RB,2010,122,4697,25/06/2013,112,BrF,6128,0,27/02/2015
5589,2905.702024,EAF,8,5820,9,A,26.2,,18.0,RB,2011,122,4698,25/06/2013,112,BrM,6128,1,21/09/2015
5659,6252.713898,EAF,34,3486,7,A,26.2,,17.5,RB,2005,122,4772,06/08/2013,116,BrM,6117,1,15/09/2015
5659,12588.54339,EAF,43,3486,7,A,26.2,,17.5,RB,2005,122,4772,06/08/2013,116,BrM,6117,1,15/09/2015
5659,7286.676922,EAF,27,3486,6,A,26.2,,17.5,RB,2005,122,4772,06/08/2013,116,BrM,6117,1,15/09/2015
5688,1283.497824,EAF,36,3694,8,A,24.1,,14.0,RB,2004,122,4817,22/08/2013,123,BrF,6123,0,22/08/2014
5687,1175.749057,EAF,2,5639,9,A,26.1,,17.5,RB,2011,122,4817,22/08/2013,123,BrM,6123,1,05/09/2015
5604,1702.66245,EAF,39,4965,8,A,24.4,,18.0,RB,2006,122,4714,04/07/2013,127,BrF,6136,0,04/09/2015
5676,650.2799331,EAF,8,5643,9,A,26.6,,16.5,RB,2010,122,4796,15/08/2013,127,BrM,6136,1,04/09/2015
5723,10454.42695,EAF,28,4933,6,A,26.3,,16.3,RB,2006,122,4868,18/09/2013,128,BrM,6159,1,25/02/2015
5718,2661.653517,EAF,33,5291,8,A,26.5,,16.6,RB,2008,122,4867,19/09/2013,129,BrM,6190,1,15/09/2015
5619,1181.708671,EAF,12,5650,9,A,24.6,,16.5,RB,2011,122,4735,15/07/2013,137,BrM,6192,1,27/02/2014
5612,1468.327628,EAF,40,3451,8,A,24.5,,18.5,RB,2005,122,4727,11/07/2013,138,BrF,6153,0,18/09/2015
5616,5038.174977,EAF,27,4885,6,A,24.8,,16.0,RB,2006,122,4731,13/07/2013,155,BrF,6121,0,10/09/2015
5617,6086.873242,EAF,36,5338,8,A,25.4,,15.5,RB,2009,122,4732,14/07/2013,155,BrM,6121,1,04/09/2013
5618,1436.862887,EAF,27,5000,8,A,25.8,,16.0,RB,2006,122,4733,14/07/2013,157,BrM,6195,1,21/01/2015
5621,5425.080001,EAF,32,4957,8,A,24.9,,16.0,RB,2006,122,4737,16/07/2013,165,BrM,6103,1,21/02/2015
5602,2301.969554,EAF,30,3699,8,A,23.4,,16.0,RB,2005,122,4710,02/07/2013,169,BrF,6144,0,08/09/2015
5685,10155.53593,EAF,28,4892,6,A,25.8,,17.0,RB,2006,122,4818,24/08/2013,173,BrM,6157,1,28/09/2013
5752,8653.524151,EAF,29,4892,6,A,25.8,,16.4,RB,2006,122,4882,28/09/2013,173,BrM,6157,1,28/09/2013
5648,6984.292827,EAF,33,5162,8,A,24.1,,13.0,RB,2006,122,4763,28/07/2013,174,BrF,6158,0,05/08/2015
5614,9021.704677,EAF,27,4883,6,A,23.6,,17.5,RB,2006,122,4728,11/07/2013,177,BrF,6199,0,04/09/2013
5613,4914.219637,EAF,2,5545,9,A,23.8,,17.5,RB,2010,122,4727,11/07/2013,177,SEEN1,6199,0,10/09/2015
5592,5969.385085,EAF,9,5838,9,A,24.9,,,RB,2012,122,4699,26/06/2013,179,BrF,6142,0,06/09/2015
5652,2962.823138,EAF,2,5836,9,A,25.1,,17.0,RB,2010,122,4768,03/08/2013,172,BrM,6150,1,20/02/2015
5739,5534.402393,EAF,7,5683,9,A,22.6,,15.3,LB,2009,122,4872,25/09/2013,478,BrF,6141,0,29/08/2015
5628,1065.741286,EAF,1,5683,9,A,22.3,,14.5,RB,2009,122,4744,20/07/2013,478,BrF,6141,0,29/08/2015
5627,4998.098073,EAF,10,5774,9,A,25.7,,15.5,RB,2011,122,4744,20/07/2013,478,BrM,6141,1,20/02/2015
5736,5694.070413,EAF,10,6016,9,SA,24.4,,16.1,LB,2012,122,4872,25/09/2013,478,AB,6141,1,30/06/2015
5599,1052.329935,EAF,12,5855,9,SA,24.7,,17.0,LB,2012,122,4706,30/06/2013,479,AB,6135,1,23/09/2015
5597,790.2084283,EAF,5,5854,9,A,23.2,,16.0,RB,2012,122,4703,29/06/2013,479,AB,6135,0,15/09/2015
5722,1328.073569,EAF,3,5854,9,A,23.1,,14.8,RB,2012,122,4879,18/09/2013,479,AB,6135,0,15/09/2015
5708,4953.663378,EAF,7,5635,9,A,24.9,,15.1,RB,2011,122,4859,14/09/2013,481,BrF,6156,0,23/09/2015
5704,3351.072688,EAF,11,6045,9,OFL,26.2,,16.2,G,2013,122,4858,14/09/2013,481,OFL,6156,1,14/09/2015
5740,5110.942056,EAF,19,6045,9,OFL,26.4,,16.2,G,2013,122,4872,25/09/2013,481,OFL,6156,1,14/09/2015
5711,1838.577942,EAF,22,5536,9,A,23.5,,14.1,RB,2010,122,4861,15/09/2013,490,BrF,6145,0,30/08/2014
5587,900.1654098,EAF,6,5829,9,A,26.1,,18.0,RB,2012,122,4695,24/06/2013,490,BrM,6145,1,20/08/2015
5681,3109.966553,EAF,15,5850,9,A,24.5,,15.0,RB,2012,122,4777,11/08/2013,95,SEEN1,6122,1,02/09/2015
5678,3006.154994,EAF,2,5648,9,A,24.4,,15.5,RB,2011,122,4798,18/08/2013,99,ABX,6182,0,18/08/2013
5586,2488.448971,EAF,20,5823,9,A,24.3,,17.0,RB,2012,122,4694,23/06/2013,-3,FLOAT,6212,0,15/09/2015
5658,3796.25491,EAF,27,4803,8,A,25.0,,15.5,RB,2005,122,4771,05/08/2013,602,BrF,6211,0,10/09/2013
5671,1174.1738,EAF,2,5514,9,A,24.6,,14.0,RB,2009,122,4782,14/08/2013,57,BrF,6206,0,31/08/2015
5701,7566.5191,EAF,16,6021,9,SA,24.4,,13.8,LB,2012,122,4849,08/09/2013,57,H,6206,0,09/09/2013
5636,2329.969809,EAF,14,6021,9,SA,23.8,,14.0,LB,2012,122,4753,24/07/2013,57,H,6206,0,09/09/2013
5689,2218.656657,EAF,21,5825,9,A,23.0,,15.0,RB,2012,122,4826,27/08/2013,154,BrF,6210,0,10/09/2015
5732,2869.618856,EAF,13,5513,9,A,27.0,,18.2,RB,2009,122,4874,22/09/2013,45,BrM,6107,1,31/08/2015
1140,7133.685397,EAF,35,1752,7,FL,25.6,,,,2002,41,1112,18/09/2002,50,FL,805,1,30/08/2010
5750,1847.248681,EAF,14,5564,9,A,23.3,,13.6,RB,2010,122,4881,28/09/2013,99,TBRF,6182,0,25/02/2014
4511,1448.404783,EAF,28,5277,8,SA,23.0,,14.2,LB,2008,103,3307,16/02/2010,134,SEEN1,5567,0,27/01/2015
3297,5209.406956,EAF,19,4875,6,OFL,23.9,,13.9,G,2006,77,1958,08/01/2007,28,SEEN2,3899,0,19/08/2009
441,2964.393133,EAF,40,2960,7,SA,25.5,,15.7,LB,2003,35,1506,25/12/2004,-3,FLOAT,6253,1,08/08/2015
481,5229.385237,EB,7,1437,2,A,24.2,,15.5,RB,1998,37,1543,15/06/2005,87,BrF,710,0,18/07/2007
611,5187.382001,EB,14,1043,2,A,,,,RB,1995,37,1673,10/08/2005,165,BrF,3008,0,15/02/2010
264,18868.48527,EAF,4,1890,8,J,25.0,,14.8,,2003,31,1245,27/12/2003,105,OFL,2672,1,30/01/2008
395,3740.41471,EAF,29,3002,7,SA,24.1,,14.8,LB,2003,34,1421,28/07/2004,70,ABX,606,0,15/07/2013
398,1336.129544,EAF,21,3004,8,OFL,24.3,,14.4,G,2004,34,1435,04/08/2004,48,ABX,594,0,30/08/2004
398,1010.154027,EAF,22,3004,8,OFL,24.3,,14.4,G,2004,34,1435,04/08/2004,48,ABX,594,0,30/08/2004
322,3936.095856,EB,41,2983,4,A,24.0,,13.1,RB,2003,34,1339,24/06/2004,99,ABX,2857,0,11/08/2008
322,4968.475452,EB,16,2983,4,A,24.0,,13.1,RB,2003,34,1339,24/06/2004,99,ABX,2857,0,11/08/2008
2370,18593.49619,EAF,23,1042,8,CH,,5.1, 5.1,,1996,21,4913,14/07/1996,14,XF,2205,0,30/06/2015
2370,18593.49619,EAF,23,1042,8,CH,,5.1, 5.1,,1996,21,4913,14/07/1996,165,CH,2293,0,30/06/2015
2382,2604.036955,EAF,36,1059,7,CH,,,,,1996,21,579,19/07/1996,124,CH,2271,0,02/01/2004
2890,6176.886972,EB,40,1869,4,A,24.8,,16.0,RB,2003,54,1762,26/11/2005,154,BrM,6287,1,22/01/2015
2890,7855.252595,EB,25,1869,4,A,24.8,,16.0,RB,2003,54,1762,26/11/2005,154,BrM,6287,1,22/01/2015
2813,4600.237196,EB,25,1623,4,A,26.1,,16.0,RB,2001,54,1742,14/11/2005,113,BrM,6290,1,14/11/2005
2931,5254.385522,EB,27,1750,4,A,25.6,,16.0,RB,2002,54,1774,04/12/2005,1,BrM,6294,1,17/09/2015
2940,2459.728376,EB,27,1672,4,A,23.8,,15.0,RB,2001,54,1776,05/12/2005,99,BrF,6295,0,27/01/2007
2891,8907.484561,EB,25,1759,4,A,26.0,,16.3,RB,2001,54,1762,26/11/2005,157,BrM,6301,1,03/08/2006
2891,8884.349084,EB,42,1759,4,A,26.0,,16.3,RB,2001,54,1762,26/11/2005,157,BrM,6301,1,03/08/2006
2842,8058.906881,EB,25,1821,4,A,25.1,,14.5,RB,2002,54,1750,19/11/2005,54,BrF,5786,0,09/09/2015
2387,13635.0961,EAF,23,1063,8,CH,,15.9, 9.8,,1996,21,588,31/07/1996,92,XF,2254,1,03/08/2000
2396,17127.37626,EAF,5,1051,8,CH,,18.9,10.4,,1996,21,598,11/08/1996,103,XF,13,0,12/03/1998
2396,9882.631273,EAF,17,1051,8,CH,,18.9,10.4,,1996,21,598,11/08/1996,103,XF,13,0,12/03/1998
2840,4648.805373,EAF,33,3616,6,CH,23.4,,12.8,G,2005,54,1749,19/11/2005,3,CH,6316,0,31/08/2010
2803,4017.298065,EB,40,1804,4,A,25.1,,15.7,RB,2003,54,1740,13/11/2005,4,ABX,6317,1,28/08/2008
2803,2520.258486,EB,31,1804,4,A,25.1,,15.7,RB,2003,54,1740,13/11/2005,4,ABX,6317,1,28/08/2008
2803,4587.737796,EB,42,1804,4,A,25.1,,15.7,RB,2003,54,1740,13/11/2005,4,ABX,6317,1,28/08/2008
2803,4138.312784,EB,24,1804,4,A,25.1,,15.7,RB,2003,54,1740,13/11/2005,4,ABX,6317,1,28/08/2008
2933,4257.586508,EB,27,1791,4,A,23.8,,14.7,RB,2002,54,1774,04/12/2005,7,BrF,6319,0,20/02/2012
2802,4957.575229,EB,24,1509,4,A,25.8,,17.0,RB,1999,54,1739,13/11/2005,7,BrM,6319,1,31/08/2010
2809,3534.142758,EB,33,3024,4,A,25.4,,15.0,RB,2004,54,1741,14/11/2005,7,ABX,6319,1,10/01/2007
2809,11227.67402,EB,24,3024,4,A,25.4,,15.0,RB,2004,54,1741,14/11/2005,7,ABX,6319,1,10/01/2007
2930,5049.611592,EAF,4,3688,8,FL,24.2,,13.6,G,2005,54,1774,04/12/2005,7,FL,6319,0,24/07/2007
2935,2945.860648,EB,27,1589,4,A,23.1,,14.6,RB,2000,54,1774,04/12/2005,15,BrF,5784,0,14/08/2008
2927,2707.125386,EAF,21,3697,8,FL,27.1,,15.0,G,2005,54,1771,02/12/2005,16,FL,6297,1,02/12/2005
2927,2701.712162,EAF,22,3697,8,FL,27.1,,15.0,G,2005,54,1771,02/12/2005,16,FL,6297,1,02/12/2005
2804,6827.770968,EB,40,3020,4,SA,24.9,,15.0,LB,2004,54,1742,14/11/2005,20,ABX,6323,1,14/07/2007
2804,7285.965225,EB,24,3020,4,SA,24.9,,15.0,LB,2004,54,1742,14/11/2005,20,ABX,6323,1,14/07/2007
2806,6102.611489,EB,24,1606,4,A,25.3,,16.3,RB,2000,54,1738,12/11/2005,28,BrM,6328,1,04/07/2006
2801,1212.470424,EAF,33,3615,8,FL,26.1,,13.2,LB,2005,54,1739,13/11/2005,28,FL,6328,1,28/08/2009
2801,3572.64625,EAF,25,3615,8,FL,26.1,,13.2,LB,2005,54,1739,13/11/2005,28,FL,6328,1,28/08/2009
2811,5371.507991,EB,42,1542,4,A,25.9,,16.0,RB,1999,54,1742,14/11/2005,34,BrM,6332,1,28/06/2012
2811,6143.961998,EB,24,1542,4,A,25.9,,16.0,RB,1999,54,1742,14/11/2005,34,BrM,6332,1,28/06/2012
2823,4742.596635,EAF,16,3576,6,FL,26.0,,14.3,G,2005,54,1741,14/11/2005,34,FL,6332,1,14/02/2010
2914,3363.145383,EAF,8,3503,8,OFL,24.6,,15.0,G,2005,54,1767,29/11/2005,36,OFL,6333,0,09/12/2005
2853,6365.61782,EB,9,1543,2,A,25.7,,16.0,RB,1999,54,1752,20/11/2005,42,BrM,6337,1,14/09/2009
2848,3920.672275,EB,14,609,2,A,26.4,,,RB,1993,54,1752,20/11/2005,42,ABX,6337,1,20/11/2005
2955,5087.034352,EAF,24,3018,6,A,24.4,,13.2,RB,2004,54,1783,10/12/2005,43,ABX,6338,0,10/12/2005
2851,6858.582969,EB,8,221,2,A,27.9,,16.0,RB,1988,54,1752,20/11/2005,45,BrM,6339,1,20/11/2005
2847,10172.83792,EB,25,3010,4,A,25.1,,14.9,RB,2004,54,1750,19/11/2005,53,BrF,6343,0,19/11/2005
2847,8806.873639,EB,40,3010,4,A,25.1,,14.9,RB,2004,54,1750,19/11/2005,53,BrF,6343,0,19/11/2005
2844,6349.727823,EB,25,1504,4,A,27.4,,16.0,RB,1999,54,1750,19/11/2005,54,BrM,5786,1,24/08/2010
2844,4313.74269,EB,40,1504,4,A,27.4,,16.0,RB,1999,54,1750,19/11/2005,54,BrM,5786,1,24/08/2010
2841,7799.335615,EAF,14,3514,8,SA,25.0,,13.4,LB,2005,54,1749,19/11/2005,54,ABX,5786,0,15/07/2006
2951,10398.07295,EAF,20,3699,8,FL,24.1,,14.0,G,2005,54,1779,07/12/2005,55,FL,6292,0,08/09/2015
2921,1856.271743,EB,27,1523,4,A,25.6,,18.0,RB,1999,54,1768,30/11/2005,58,BrM,6300,1,31/01/2013
2921,3632.035678,EB,42,1523,4,A,25.6,,18.0,RB,1999,54,1768,30/11/2005,58,BrM,6300,1,31/01/2013
2949,4726.967143,EAF,36,1541,7,A,24.1,,15.2,RB,1999,54,1782,09/12/2005,59,BrF,6346,0,09/12/2005
2945,4065.321004,EAF,5,3696,8,A,26.2,,17.4,RB,2004,54,1778,06/12/2005,59,BrM,6346,1,02/02/2013
2843,7578.787366,EB,25,3453,4,A,25.4,,14.5,RB,2004,54,1750,19/11/2005,60,BrF,6347,0,22/09/2012
2928,4679.006023,EB,27,1827,4,A,23.5,,14.0,RB,2002,54,1772,03/12/2005,61,BrF,6348,0,29/06/2013
2846,12249.7148,EAF,19,3617,8,FL,24.1,,13.7,G,2005,54,1749,19/11/2005,61,FL,6348,1,31/12/2008
2846,81741.30942,EAF,15,3617,8,FL,24.1,,13.7,G,2005,54,1749,19/11/2005,61,FL,6348,1,31/12/2008
2845,5063.767898,EB,25,1558,4,A,24.3,,14.4,RB,1999,54,1749,19/11/2005,66,BrF,6351,0,23/01/2009
2849,7988.407705,EB,25,1699,4,A,26.6,,15.7,RB,2002,54,1752,20/11/2005,66,BrM,6351,1,21/08/2006
2850,7453.350663,EB,25,3021,4,A,24.6,,15.0,RB,2004,54,1751,20/11/2005,66,ABX,6351,1,28/08/2008
2909,4322.057161,EB,26,2989,4,A,23.9,,14.4,RB,2004,54,1765,28/11/2005,75,BrF,5785,0,15/06/2012
2910,4502.864991,EB,26,2964,4,A,25.1,,16.6,RB,2003,54,1764,28/11/2005,75,ABX,5785,1,19/01/2008
2944,15242.22088,EAF,10,3695,8,FL,25.5,,13.1,G,2005,54,1778,06/12/2005,87,FL,6364,0,15/07/2009
2943,1748.618327,EAF,24,862,8,A,24.5,,14.0,RB,1994,54,1777,06/12/2005,90,BrF,6366,0,11/12/2005
2905,7517.437937,EB,26,3511,4,SA,26.5,,18.5,LB,2005,54,1764,28/11/2005,94,ABX,6369,1,06/12/2005
2913,5311.588687,EB,40,1851,4,A,23.8,,,RB,2002,54,1767,29/11/2005,108,BrF,6375,0,25/02/2009
2911,2809.694117,EB,14,1199,2,A,25.6,,17.0,RB,1996,54,1767,29/11/2005,108,BrM,6375,1,26/01/2008
2912,456.6864901,EAF,19,3648,8,FL,22.6,,14.1,LB,2005,54,1766,29/11/2005,108,FL,6375,0,07/07/2006
2904,7307.134343,EB,26,1580,4,A,23.3,,15.5,RB,2000,54,1764,28/11/2005,109,BrF,6376,0,13/08/2015
2808,16622.6733,EB,24,3456,4,A,26.2,,15.5,RB,2004,54,1742,14/11/2005,109,ABX,6376,1,25/08/2015
2903,2428.630488,EAF,6,3644,8,FL,26.0,,14.5,G,2005,54,1765,28/11/2005,109,FL,6376,1,04/09/2010
2897,2361.166425,EB,26,1018,4,A,25.8,,17.0,RB,1995,54,1763,27/11/2005,110,BrM,6377,1,16/08/2007
